GEN,seed_1,seed_2,seed_3,seed_4,seed_5,seed_6,seed_7,seed_8,seed_9,seed_10,seed_12,seed_13,seed_14,seed_15,seed_16,seed_17,seed_18,seed_19,seed_20
0.0,0.002283743773576985,0.0005389283484233953,0.0008551203925966089,0.0006838963973705425,0.0028317734789418125,0.0005891005433251717,0.0008747656724377162,0.0014973243273928016,0.0019189271114550266,0.001552359163848438,0.0016090729382312041,0.000639247269391463,0.0007695892387751258,0.0019515266884684301,4.543354675901057e-05,0.0006256310124661546,0.0024066982810648785,0.00238379889361795,0.0019020579206976418
500.0,0.16649394573816345,1.5353821499063671,0.1857657839390458,0.5521242027377877,0.7537026778448135,0.7411985219984303,0.16881889324999444,0.14272701593096282,0.07625208747344114,0.0835892813794237,0.10904311534203726,2.0203910589706506,0.7981152841923416,0.0871780631024196,0.3847138438420453,0.601872094997443,0.12980881356521062,0.7985890214447715,1.129368962633875
1000.0,0.14355011256443007,0.4680320649134275,0.11193627690482061,0.6105595708731035,1.211830986987304,0.4601340421504053,0.14701891690910848,0.1364934224986361,0.12871986099543398,0.19884372398681022,0.12162352968053267,0.09025771805232591,0.327000239293218,0.08338264462671174,0.6588807847564289,0.8642931092945535,0.13893018539150154,1.1294326133998098,2.014457265164516
1500.0,0.09625953047118276,0.15887703905456896,0.0855110529335873,0.11796042490864486,0.08853019820364075,0.08805246139685013,0.7927257321865533,0.18181643675245857,0.14593845770125927,0.1591805285351623,0.27029844028354805,0.1310802850382847,0.7523102683421031,0.1329192053417113,0.11158691116838398,0.0955252889521479,0.13308870112255275,0.10766951191397867,2.2281784715407515
2000.0,0.1958023902815169,0.15348132429005737,0.1164464920904979,0.21696598297608052,0.13919542456710804,0.2425398970717875,0.11196976383004509,0.12461017455015483,0.08916267427134918,0.17545620736908832,0.1429845550478069,0.111576053413739,0.12528161756500056,0.13185533479468153,0.15712744352554003,0.10550527603557172,0.12460055057303707,0.117610414840085,0.6632647630279583
2500.0,0.0817903800159781,0.13997243765874035,0.6501450790485996,0.06843704341451134,1.1074739053739786,0.14634882214806633,0.15572030873589615,0.2131559690287921,0.10105089094255795,0.12457822407314145,0.12251758629762317,0.1988714979991472,0.1567233373624472,1.0802531527257817,0.17329964814071636,0.1602186393837568,0.1044851419592307,0.1727939588668064,0.15792426139035065
3000.0,0.6058425483017336,0.12962758298865928,1.97826717076495,0.1728643811077158,0.9084351848111387,0.16065892467776838,0.13879779875339052,0.1243403341593376,0.12484662829680226,0.23278589942863137,0.08102716420961231,0.11033728047692379,0.10553777015295705,0.12665632161327112,0.12424079711286051,0.12195895102666693,0.7943779039324648,0.09350712954208856,0.15008989927608318
3500.0,0.8754158356387102,1.356133474733416,0.6673479126887778,0.08844995280548879,1.2204327142723643,0.16545004211540906,0.1291380661556255,0.4346305800907823,0.17893891868744552,0.14300334516826746,0.19730241201250648,0.14534708883295339,0.10800125684573819,0.7832829607697614,0.15044496884941932,0.15395125652785277,0.14924091554404412,0.1175018054898756,0.11265270005007569
4000.0,0.11911661431437812,0.1739366527914406,0.5724393880222907,0.12123606170937873,1.6006099262096103,0.4381846941218944,0.12802776761459966,0.1830443277546018,0.5079919813224386,0.11385495471012183,0.1446523002371493,0.13324105842520761,0.1591574451921594,0.1430183644388257,0.19983990156473963,0.09139939416582454,0.13105770484833124,0.1316509567768515,0.10237518114051905
4500.0,0.313473304717136,0.14557830946235306,0.5467725654547482,0.081627480918608,0.1330346210931369,0.15614214783959468,0.07701692154370926,1.5792776185652606,0.1390525161842262,0.15985018852249203,0.18514152709792223,0.21542750253745166,0.08950804193350914,0.18561808715860675,0.4495214175435618,0.12998328015539656,1.050217091235139,0.11639820206428678,0.6557230084119354
5000.0,0.0722935456647554,0.3825365608880969,0.08255729104792839,0.09724832447212,0.133394320478244,0.11940991232201117,0.17688027515432875,0.16098588771347644,0.0781034779273791,0.16483428844679165,0.18622161130906179,0.10244355968521926,0.5848454063697393,0.14796357552483297,1.4262013499101889,0.06087708169478234,1.6572996699330136,0.12061604099697204,0.12814348106329415
