GEN,seed_2,seed_3,seed_6,seed_8,seed_10,seed_11,seed_12,seed_13,seed_14,seed_15,seed_16,seed_18,seed_19
0.0,0.0005389283484233953,0.0008551203925966089,0.0005891005433251717,0.0014973243273928016,0.001552359163848438,0.001667994616750601,0.0016090729382312041,0.000639247269391463,0.0007695892387751258,0.0019515266884684301,4.543354675901057e-05,0.0024066982810648785,0.00238379889361795
500.0,0.37082637001218777,1.2014737727270315,1.708405043675644,0.2929429143546157,0.32150642778164773,0.5032337800646713,1.9602839115582986,1.8031756745825112,0.4809201687218021,0.5555686061868345,0.41777974068583745,0.3728115841423438,1.3899047479778743
1000.0,1.212334006142913,0.4094979397121434,0.9117931620049429,0.18022904274369994,0.4824829518464367,0.5732617742956158,0.7970485390636723,0.31942967917096243,0.9250590231145411,0.9480500487431462,0.36330794885392365,0.8060216038325886,0.4553152447292361
1500.0,0.7008146310061218,0.44330599211846317,1.6172757586179132,0.6349091298420675,0.8375377183035401,0.38685986429801045,1.4810063822580524,2.282532346538604,0.7750071453407079,1.9490804272256392,0.9620534811735795,0.496935160199662,0.83331006854238
2000.0,1.583128763783054,1.2557305726552046,0.6778002655233017,1.6361792062161973,1.633678447566985,0.3832690628676564,0.6282359504262361,0.36085857997496806,0.6819369001071678,1.4135229013192236,1.1705286994472086,0.49577804163092154,0.4984351099229858
2500.0,0.5966610299156189,0.813609717150547,0.6481945111544006,0.328516395691015,0.9446931605832944,0.6382762078147558,0.9937678174705187,0.2975837587886953,0.3651777587710896,0.23041017458519317,1.0663670333177595,1.3598072649425377,1.0048315819885754
3000.0,0.5613173441752436,0.41779466303147067,0.7443295732365836,0.5538288233509049,0.33113716198551546,0.5740476171489469,0.6840893660085082,0.6920705301598891,0.34114187037589605,0.8176030444305501,1.063263962950794,0.11325551412496734,0.16215986737220828
3500.0,0.24888432876618138,1.0714682459124978,0.39607680495545905,1.0660968377172608,1.2504970180249617,0.457687435821676,1.3025163894934366,1.0901255925785969,1.7299967621925463,0.504439549760745,0.8524965112148684,0.5865007715425096,1.070007001739048
4000.0,0.5797602410755833,0.5321788610622642,0.26792321456253376,0.7073736026894943,1.0638230223543084,5.277959550636902,1.0002258608100885,0.9497636578031423,0.7125753645470126,0.5633603308933159,0.9365481201094374,0.9753177427242447,1.030522042599
4500.0,0.8126571829783652,0.8939282123662211,1.921676887619818,0.3988239241613962,0.9170141242529576,0.9371394487731167,1.0543651549299384,0.8288296338866908,0.6225010202870506,1.3334311576371911,0.5418913958763376,0.49114698964117165,1.1459174137969688
5000.0,1.7189838383129095,0.9933636855590705,0.23563918276049522,1.0397739318954986,0.9542103262815054,0.7480756420086783,2.0265297773416147,0.13560884402740384,0.8460507936611937,1.4295164085267413,1.41499132250625,1.038110925077983,0.8383170318899779
